method,n_samples,point_id,x,y,rating,parent_asin
pacmap,10000,0,-0.60660446,1.9038517,3.0,B083NRGZMM
pacmap,10000,1,1.2172782,2.0371509,1.0,B07N69T6TM
pacmap,10000,2,-3.339421,-11.432637,5.0,B01G8JO5F2
pacmap,10000,3,2.511477,8.10598,5.0,B001OC5JKY
pacmap,10000,4,-2.294224,-12.1275,5.0,B07CJYMRWM
pacmap,10000,5,0.5930866,4.4938507,5.0,B07CML419K
pacmap,10000,6,-3.6541119,-11.029358,5.0,B07BHHB5RH
pacmap,10000,7,-3.0095832,-11.088203,5.0,B09S6Y5BRG
pacmap,10000,8,6.9083595,1.7135724,5.0,B01LW71IBJ
pacmap,10000,9,-1.9012277,-5.829755,5.0,B017T99JPG
pacmap,10000,10,1.7431754,-4.4965568,1.0,B00L0YLRUW
pacmap,10000,11,5.3178563,-0.07141216,3.0,B01HHURN3W
pacmap,10000,12,-2.930666,-11.95785,5.0,B004S2JX7W
pacmap,10000,13,-0.7990345,-9.84853,3.0,B0047T79VS
pacmap,10000,14,2.97968,2.7381632,5.0,B00IXNUDG2
pacmap,10000,15,1.3851386,-4.6544795,5.0,B00PVCXB4Y
pacmap,10000,16,-1.2261326,-4.5225687,5.0,B00X5C22SS
pacmap,10000,17,-0.20308073,7.9822903,5.0,B0BKQZGST4
pacmap,10000,18,5.876573,6.350094,5.0,B01LQF8B7G
pacmap,10000,19,4.648867,2.178533,4.0,B075X8471B
pacmap,10000,20,0.96625894,2.2580404,5.0,B0B2DLVCF3
pacmap,10000,21,-5.108131,-5.252708,5.0,B0199HAOAU
pacmap,10000,22,0.40765998,-0.7153075,5.0,B0093162RM
pacmap,10000,23,-2.7039478,-7.945547,5.0,B07FCZY1ZB
pacmap,10000,24,-2.3529782,-9.134566,5.0,B00RH29CJO
pacmap,10000,25,0.68318844,6.8744574,5.0,B08P3VMW76
pacmap,10000,26,-0.094507016,8.364169,5.0,B013KPXNSW
pacmap,10000,27,-3.1854315,-4.9868636,4.0,B0862W5BQ8
pacmap,10000,28,0.9215398,-4.312969,5.0,B004XC6GJ0
pacmap,10000,29,-3.801366,-2.6910815,5.0,B0BNX9QVXZ
pacmap,10000,30,-2.6463504,-10.795627,5.0,B0BN534JBB
pacmap,10000,31,1.3743409,4.669183,5.0,B08X4R1T16
pacmap,10000,32,-1.1672759,-9.664695,5.0,B08932J7NC
pacmap,10000,33,3.6834145,2.185952,5.0,B078LLS33F
pacmap,10000,34,-6.468986,-5.4189277,5.0,B00V3KLZSW
pacmap,10000,35,3.8630276,2.4545903,5.0,B012ASFKOU
pacmap,10000,36,0.9503998,-4.4775357,4.0,B001FWYGJS
pacmap,10000,37,-1.772502,5.4781175,5.0,B08YP2F6VG
pacmap,10000,38,-2.9211648,-6.13472,5.0,B0C8HDXFXN
pacmap,10000,39,-5.888067,-5.291089,5.0,B00RBGYGPG
pacmap,10000,40,-0.20624553,3.3881094,5.0,B007EVDJV0
pacmap,10000,41,-6.6562967,1.6260048,5.0,B00KLZLBCK
pacmap,10000,42,3.1462367,5.438135,5.0,B09NHSGWPD
pacmap,10000,43,4.0122733,1.6684891,1.0,B095KHWNLK
pacmap,10000,44,-9.370382,-4.3139095,5.0,B08BRJ98H3
pacmap,10000,45,2.3980439,3.3283105,5.0,B08912RRG5
pacmap,10000,46,-6.7659254,-5.0383835,5.0,B07GVWH35S
pacmap,10000,47,0.20171282,8.3210535,5.0,B06VTQK7CB
pacmap,10000,48,3.2367127,5.154884,1.0,B0776DSP7Y
pacmap,10000,49,0.3340602,20.880209,2.0,B00NWXM5U0
pacmap,10000,50,1.9270471,0.537134,5.0,B01DDIAX1Q
pacmap,10000,51,-5.871965,2.626409,2.0,B00L49X8E6
pacmap,10000,52,-2.038878,-11.90923,5.0,B09HDZ8FQY
pacmap,10000,53,-0.7795494,8.863001,5.0,B00PQBDQPO
pacmap,10000,54,-0.13051482,-10.25155,5.0,B00CRF9V2O
pacmap,10000,55,0.031596072,-10.81158,5.0,B00BHC7ZTE
pacmap,10000,56,0.7682349,2.4045544,4.0,B00852JEPW
pacmap,10000,57,-2.114622,0.32816207,2.0,B09ZTXZ1MQ
pacmap,10000,58,-0.45948464,-9.263783,5.0,B09MYGF318
pacmap,10000,59,1.1325443,1.1832232,1.0,B07VV6TT69
pacmap,10000,60,1.5646354,4.661541,5.0,B07BRHB8C1
pacmap,10000,61,5.9962525,-0.6759018,5.0,B07Z6BPJXQ
pacmap,10000,62,3.9737933,3.7773712,4.0,B083YHS7SV
pacmap,10000,63,5.938353,4.3558025,5.0,B0046EDOWW
pacmap,10000,64,9.376621,4.13461,5.0,B0045DT3A6
pacmap,10000,65,-0.2774203,7.24492,5.0,B09DSSQ52Q
pacmap,10000,66,-6.332432,7.209215,3.0,B07H3PN7K3
pacmap,10000,67,6.479182,3.5612903,5.0,B0733GXPYZ
pacmap,10000,68,0.4426562,3.8209233,2.0,B07TPLH5YK
pacmap,10000,69,-0.8010897,-4.078297,2.0,B07FPQ343D
pacmap,10000,70,-3.4537106,9.024852,5.0,B00VKIY9RG
pacmap,10000,71,0.15518002,8.248311,5.0,B07BJ8KD6X
pacmap,10000,72,-1.5002028,-9.180437,1.0,B0061F6QUG
pacmap,10000,73,-0.6959699,-5.184116,5.0,B09DRXBKVG
pacmap,10000,74,-1.9729775,-10.256477,5.0,B09TB71VLY
pacmap,10000,75,1.7875193,0.9032478,5.0,B002N3MM6W
pacmap,10000,76,6.239269,2.317718,5.0,B07KTYJ769
pacmap,10000,77,16.3025,17.224895,5.0,B07PGL2N7J
pacmap,10000,78,1.3201283,1.3896402,5.0,B07J2GSF3S
pacmap,10000,79,1.221884,1.9481022,3.0,B07Z9QXZMW
pacmap,10000,80,3.6994529,0.9052267,4.0,B07Q585X37
pacmap,10000,81,4.2411447,1.3783348,4.0,B07P97SHQP
pacmap,10000,82,-0.24807085,-7.6139445,5.0,B07B3TX6MF
pacmap,10000,83,1.7683568,-0.14818342,4.0,B07WPY2W4Y
pacmap,10000,84,1.0971421,0.49699283,4.0,B083Z3QCY6
pacmap,10000,85,1.3491762,3.4587572,4.0,B07F71KFMQ
pacmap,10000,86,-5.534966,3.9217937,4.0,B07547WSQQ
pacmap,10000,87,3.8018599,1.1684456,4.0,B07P7KG4TJ
pacmap,10000,88,-6.9126706,1.6158676,4.0,B01LYC6A8M
pacmap,10000,89,-6.8982024,1.6891291,5.0,B0B2Y5WYRG
pacmap,10000,90,-6.1603475,2.5480652,5.0,B08KG14KCT
pacmap,10000,91,-6.029382,1.9971554,5.0,B09FF1RNDT
pacmap,10000,92,5.203165,2.9304397,3.0,B00FGI4C14
pacmap,10000,93,4.5860605,2.1699727,3.0,B07B4BF3KT
pacmap,10000,94,4.8680086,-0.39891368,5.0,B08XBLP2V8
pacmap,10000,95,4.7385178,-0.9557494,5.0,B018S7DPU8
pacmap,10000,96,3.5007212,1.4184481,5.0,B00MYU0E0K
pacmap,10000,97,-7.2070537,1.8208468,5.0,B000Q85WOK
pacmap,10000,98,6.1427145,1.3840939,5.0,B01KWY71BO
pacmap,10000,99,4.073934,0.29891896,4.0,B008I64LC6
pacmap,10000,100,5.943336,-0.75671697,5.0,B079Y46M3N
pacmap,10000,101,-2.1655364,1.0667679,3.0,B01MZ45YUU
pacmap,10000,102,-2.0955675,1.3225939,5.0,B074V4CWFD
pacmap,10000,103,4.0069704,0.2614735,3.0,B0083J8DFY
pacmap,10000,104,1.915678,1.3526841,5.0,B09N7SXX1X
pacmap,10000,105,-0.4352504,7.633668,5.0,B00X4XEBTQ
pacmap,10000,106,5.95993,-0.8127972,4.0,B001CJOLBW
pacmap,10000,107,-0.5896668,-10.292861,5.0,B0032FOKME
pacmap,10000,108,1.7523744,-4.189487,5.0,B002WBX7TQ
pacmap,10000,109,-3.4435225,-5.0636396,4.0,B07CB22VVJ
pacmap,10000,110,-3.3942423,-4.408339,4.0,B0002MQGK4
pacmap,10000,111,-3.2377205,-3.7473128,4.0,B0092TGP4A
pacmap,10000,112,-5.540977,-3.705839,5.0,B00552PA7G
pacmap,10000,113,-5.297549,-5.778143,5.0,B07CDCX945
pacmap,10000,114,-3.7914124,-4.4788117,4.0,B07BYZBG2X
pacmap,10000,115,5.1509776,2.54407,5.0,B07CBLV151
pacmap,10000,116,-5.266946,-5.5337706,3.0,B000SJ2TJ8
pacmap,10000,117,-3.1822925,-2.2844002,5.0,B003UT2C4U
pacmap,10000,118,3.5597427,2.6752434,5.0,B084JBVY4S
pacmap,10000,119,5.8425446,4.1546855,5.0,B0075VFKI4
pacmap,10000,120,5.762543,2.1559079,5.0,B009RUZ7TS
pacmap,10000,121,-2.0156956,1.0252297,5.0,B071CMGRLL
pacmap,10000,122,-10.269244,-3.4015012,3.0,B006ZZXVCI
pacmap,10000,123,5.6765513,4.535266,5.0,B01DFKC6CQ
pacmap,10000,124,5.3886447,4.32565,5.0,B07P9W1SMH
pacmap,10000,125,6.330563,3.5216153,5.0,B01M3ULMWP
pacmap,10000,126,4.343952,4.752172,1.0,B071HXSW4Y
pacmap,10000,127,7.0992074,0.76040727,5.0,B0CCDMQZM7
pacmap,10000,128,-2.4092479,9.247277,1.0,B005HSG31K
pacmap,10000,129,-0.5427205,7.981797,3.0,B00D2J8558
pacmap,10000,130,1.6676836,3.677677,1.0,B0BFHVDPTG
pacmap,10000,131,6.0172496,-1.0237997,5.0,B08N4M55K5
pacmap,10000,132,-1.41967,-4.5016,5.0,B0945WPX5W
pacmap,10000,133,-3.0312595,-12.296437,5.0,B09K7K5J3N
