method,n_samples,point_id,x,y,rating,parent_asin
fitsne,10000,0,6.035398003572544,31.211247609190966,3.0,B083NRGZMM
fitsne,10000,1,17.671012990587766,-37.88581720609856,1.0,B07N69T6TM
fitsne,10000,2,-9.674170699975676,-70.15923380775489,5.0,B01G8JO5F2
fitsne,10000,3,48.05759441115953,41.67458339506521,5.0,B001OC5JKY
fitsne,10000,4,-5.399749627297983,-59.78293679215265,5.0,B07CJYMRWM
fitsne,10000,5,-17.478297541466194,-42.243958815414715,5.0,B07CML419K
fitsne,10000,6,0.9856190530285682,-72.53661815707876,5.0,B07BHHB5RH
fitsne,10000,7,-15.434460345135694,-64.94899230865595,5.0,B09S6Y5BRG
fitsne,10000,8,38.08930981612133,-21.564314897926582,5.0,B01LW71IBJ
fitsne,10000,9,3.8857795220878417,-27.265608461886075,5.0,B017T99JPG
fitsne,10000,10,-63.851057630505046,-18.390615721167684,1.0,B00L0YLRUW
fitsne,10000,11,22.47633941952917,-25.90423440749609,3.0,B01HHURN3W
fitsne,10000,12,-5.270802319740278,-67.59899553216458,5.0,B004S2JX7W
fitsne,10000,13,-10.304799164234755,-38.30103791535965,3.0,B0047T79VS
fitsne,10000,14,17.591933674574996,-37.94118029191323,5.0,B00IXNUDG2
fitsne,10000,15,-62.89659578043641,-18.97905848455441,5.0,B00PVCXB4Y
fitsne,10000,16,-28.276802150954467,-12.374420570540993,5.0,B00X5C22SS
fitsne,10000,17,24.340569896908804,41.78024631603057,5.0,B0BKQZGST4
fitsne,10000,18,40.27745796126578,19.75515543021413,5.0,B01LQF8B7G
fitsne,10000,19,17.44749950268267,-45.06575082689414,4.0,B075X8471B
fitsne,10000,20,-2.1960906812475733,-4.354148052196305,5.0,B0B2DLVCF3
fitsne,10000,21,-55.11716882942322,-10.058048603588313,5.0,B0199HAOAU
fitsne,10000,22,-6.391022945130502,-13.303778961767108,5.0,B0093162RM
fitsne,10000,23,-31.70477304274242,0.0676890833303104,5.0,B07FCZY1ZB
fitsne,10000,24,-8.978812688321407,-34.288030200463936,5.0,B00RH29CJO
fitsne,10000,25,39.84345376436965,35.932604196257564,5.0,B08P3VMW76
fitsne,10000,26,35.89199832098432,50.22883419520916,5.0,B013KPXNSW
fitsne,10000,27,-42.79439742160584,-21.951970107620262,4.0,B0862W5BQ8
fitsne,10000,28,-69.48121760889234,-22.80869825733717,5.0,B004XC6GJ0
fitsne,10000,29,-39.91609337863812,27.996655414078266,5.0,B0BNX9QVXZ
fitsne,10000,30,-16.429991306180824,-59.97919501141322,5.0,B0BN534JBB
fitsne,10000,31,-24.89198769599329,-58.582067194052925,5.0,B08X4R1T16
fitsne,10000,32,-9.090825999694852,-42.15612241005581,5.0,B08932J7NC
fitsne,10000,33,8.244805190205044,-31.111664804165898,5.0,B078LLS33F
fitsne,10000,34,-36.03446669650513,3.1111891925771666,5.0,B00V3KLZSW
fitsne,10000,35,7.472202812407112,-42.887391361129794,5.0,B012ASFKOU
fitsne,10000,36,-66.63659299348016,-21.26609558822658,4.0,B001FWYGJS
fitsne,10000,37,12.694331988332223,17.882007313709,5.0,B08YP2F6VG
fitsne,10000,38,-47.82098249050381,29.793690797123674,5.0,B0C8HDXFXN
fitsne,10000,39,-47.71593104214848,-5.478666286891067,5.0,B00RBGYGPG
fitsne,10000,40,15.967761035701699,18.47851009954179,5.0,B007EVDJV0
fitsne,10000,41,-37.53237496704206,57.17529214680693,5.0,B00KLZLBCK
fitsne,10000,42,49.49841831344368,21.738094393770258,5.0,B09NHSGWPD
fitsne,10000,43,47.82868150427387,-11.222151502286364,1.0,B095KHWNLK
fitsne,10000,44,-39.446592324406,12.996488850053781,5.0,B08BRJ98H3
fitsne,10000,45,11.336976763285577,20.89407479090769,5.0,B08912RRG5
fitsne,10000,46,-42.472909672307246,-2.6871048634331007,5.0,B07GVWH35S
fitsne,10000,47,37.635437481779185,50.10881134019514,5.0,B06VTQK7CB
fitsne,10000,48,18.726664582729093,-21.197179966417,1.0,B0776DSP7Y
fitsne,10000,49,10.65564367485433,5.012333663674106,2.0,B00NWXM5U0
fitsne,10000,50,5.959947364239565,-8.218118540547023,5.0,B01DDIAX1Q
