method,n_samples,point_id,x,y,rating,parent_asin
pacmap,25000,0,2.2632444,1.6798415,3.0,B083NRGZMM
pacmap,25000,1,2.624627,0.053621903,1.0,B07N69T6TM
pacmap,25000,2,-12.976696,1.1275444,5.0,B01G8JO5F2
pacmap,25000,3,8.551751,-0.73140496,5.0,B001OC5JKY
pacmap,25000,4,-13.053949,-0.4129639,5.0,B07CJYMRWM
pacmap,25000,5,2.5607588,-1.2378129,5.0,B07CML419K
pacmap,25000,6,-11.669863,0.9668838,5.0,B07BHHB5RH
pacmap,25000,7,-12.424285,0.21629168,5.0,B09S6Y5BRG
pacmap,25000,8,5.1487226,-8.727372,5.0,B01LW71IBJ
pacmap,25000,9,-3.760308,-0.6436256,5.0,B017T99JPG
pacmap,25000,10,-3.5958617,-3.4749022,1.0,B00L0YLRUW
pacmap,25000,11,2.46826,-6.3292303,3.0,B01HHURN3W
pacmap,25000,12,-12.927261,0.77817893,5.0,B004S2JX7W
pacmap,25000,13,-10.31844,-1.0183271,3.0,B0047T79VS
pacmap,25000,14,3.655207,-2.3046649,5.0,B00IXNUDG2
pacmap,25000,15,-3.9461308,-3.1566534,5.0,B00PVCXB4Y
pacmap,25000,16,-5.432186,0.46029714,5.0,B00X5C22SS
pacmap,25000,17,8.123999,2.0814686,5.0,B0BKQZGST4
pacmap,25000,18,7.160349,-4.240316,5.0,B01LQF8B7G
pacmap,25000,19,4.258627,-5.406936,4.0,B075X8471B
pacmap,25000,20,1.6341629,-2.1984813,5.0,B0B2DLVCF3
pacmap,25000,21,-6.849538,4.347078,5.0,B0199HAOAU
pacmap,25000,22,-1.0034863,-2.330873,5.0,B0093162RM
pacmap,25000,23,-4.500026,4.281662,5.0,B07FCZY1ZB
pacmap,25000,24,-10.049587,0.41333124,5.0,B00RH29CJO
pacmap,25000,25,5.23515,1.5261152,5.0,B08P3VMW76
pacmap,25000,26,7.969721,1.6848414,5.0,B013KPXNSW
pacmap,25000,27,-6.718904,7.7877793,4.0,B0862W5BQ8
pacmap,25000,28,-4.080643,-1.7760838,5.0,B004XC6GJ0
pacmap,25000,29,-3.6502986,2.6401536,5.0,B0BNX9QVXZ
pacmap,25000,30,-11.763675,0.028004054,5.0,B0BN534JBB
pacmap,25000,31,-10.930413,1.0579976,5.0,B08X4R1T16
pacmap,25000,32,-10.327139,-0.7407018,5.0,B08932J7NC
pacmap,25000,33,3.9489202,-4.198561,5.0,B078LLS33F
pacmap,25000,34,-7.254361,6.661648,5.0,B00V3KLZSW
pacmap,25000,35,2.9645314,7.6405945,5.0,B012ASFKOU
pacmap,25000,36,-3.6229947,-3.1926212,4.0,B001FWYGJS
pacmap,25000,37,2.04271,7.7597756,5.0,B08YP2F6VG
pacmap,25000,38,-3.835767,3.856405,5.0,B0C8HDXFXN
pacmap,25000,39,-7.5858784,5.5019712,5.0,B00RBGYGPG
pacmap,25000,40,4.090118,0.030273149,5.0,B007EVDJV0
pacmap,25000,41,-0.7646614,7.393451,5.0,B00KLZLBCK
pacmap,25000,42,4.1537375,-2.129099,5.0,B09NHSGWPD
pacmap,25000,43,3.1974492,-5.9899993,1.0,B095KHWNLK
pacmap,25000,44,-4.8974023,5.679827,5.0,B08BRJ98H3
pacmap,25000,45,4.5331445,-2.3938518,5.0,B08912RRG5
pacmap,25000,46,-7.4256787,7.1180067,5.0,B07GVWH35S
pacmap,25000,47,8.021685,1.332074,5.0,B06VTQK7CB
pacmap,25000,48,6.3523307,-1.7220078,1.0,B0776DSP7Y
pacmap,25000,49,19.38711,-4.494468,2.0,B00NWXM5U0
pacmap,25000,50,0.8781323,-3.2849255,5.0,B01DDIAX1Q
pacmap,25000,51,0.23608303,7.38055,2.0,B00L49X8E6
pacmap,25000,52,-12.7811575,-0.6095352,5.0,B09HDZ8FQY
pacmap,25000,53,9.100544,2.946419,5.0,B00PQBDQPO
pacmap,25000,54,-10.00637,-1.7004387,5.0,B00CRF9V2O
pacmap,25000,55,-10.568524,-2.2179224,5.0,B00BHC7ZTE
pacmap,25000,56,3.51481,-7.165139,4.0,B00852JEPW
pacmap,25000,57,-0.0432942,1.2324033,2.0,B09ZTXZ1MQ
pacmap,25000,58,-9.061548,-0.075865865,5.0,B09MYGF318
pacmap,25000,59,6.6941295,2.2796082,1.0,B07VV6TT69
pacmap,25000,60,5.7194343,-1.1640011,5.0,B07BRHB8C1
pacmap,25000,61,2.006849,-7.606287,5.0,B07Z6BPJXQ
pacmap,25000,62,5.0220428,-4.682271,4.0,B083YHS7SV
pacmap,25000,63,6.2286367,-5.321561,5.0,B0046EDOWW
pacmap,25000,64,10.777675,-19.846943,5.0,B0045DT3A6
pacmap,25000,65,7.5387473,1.4277129,5.0,B09DSSQ52Q
pacmap,25000,66,7.666326,7.706679,3.0,B07H3PN7K3
pacmap,25000,67,6.1349316,-7.886568,5.0,B0733GXPYZ
pacmap,25000,68,1.5363227,-1.0051159,2.0,B07TPLH5YK
pacmap,25000,69,-5.3415008,0.7313448,2.0,B07FPQ343D
pacmap,25000,70,11.437482,4.748174,5.0,B00VKIY9RG
pacmap,25000,71,8.175906,1.886697,5.0,B07BJ8KD6X
pacmap,25000,72,-9.495344,-0.3010912,1.0,B0061F6QUG
pacmap,25000,73,-5.346827,-1.6494496,5.0,B09DRXBKVG
pacmap,25000,74,-8.730839,-1.2165232,5.0,B09TB71VLY
pacmap,25000,75,-5.8792186,6.7179437,5.0,B002N3MM6W
pacmap,25000,76,4.6975455,-6.753473,5.0,B07KTYJ769
pacmap,25000,77,19.997137,-14.263107,5.0,B07PGL2N7J
pacmap,25000,78,-7.7408442,-0.79621905,5.0,B07J2GSF3S
pacmap,25000,79,-7.78284,-0.6929066,3.0,B07Z9QXZMW
pacmap,25000,80,3.1500297,-4.9114127,4.0,B07Q585X37
pacmap,25000,81,3.3703015,-5.2594132,4.0,B07P97SHQP
pacmap,25000,82,-7.9015326,-0.84082794,5.0,B07B3TX6MF
pacmap,25000,83,-1.9709884,-1.8935643,4.0,B07WPY2W4Y
pacmap,25000,84,0.44896746,-3.0664823,4.0,B083Z3QCY6
pacmap,25000,85,3.5955498,-0.9382712,4.0,B07F71KFMQ
pacmap,25000,86,4.008079,-4.656969,4.0,B07547WSQQ
pacmap,25000,87,3.02788,-4.757173,4.0,B07P7KG4TJ
pacmap,25000,88,-0.92032003,8.048641,4.0,B01LYC6A8M
pacmap,25000,89,-0.8717638,8.036384,5.0,B0B2Y5WYRG
pacmap,25000,90,-0.8291575,7.256363,5.0,B08KG14KCT
pacmap,25000,91,-1.1703157,7.1483245,5.0,B09FF1RNDT
pacmap,25000,92,4.677935,-6.034726,3.0,B00FGI4C14
pacmap,25000,93,3.956832,-6.034584,3.0,B07B4BF3KT
pacmap,25000,94,1.6128393,-5.9450974,5.0,B08XBLP2V8
pacmap,25000,95,1.7696512,-5.8779173,5.0,B018S7DPU8
pacmap,25000,96,2.304423,-4.134619,5.0,B00MYU0E0K
pacmap,25000,97,-0.8069267,8.297403,5.0,B000Q85WOK
pacmap,25000,98,4.2715063,-7.630463,5.0,B01KWY71BO
pacmap,25000,99,2.2856672,-6.4328017,4.0,B008I64LC6
pacmap,25000,100,2.0649707,-7.387192,5.0,B079Y46M3N
pacmap,25000,101,0.040865134,2.2040992,3.0,B01MZ45YUU
pacmap,25000,102,0.41682595,2.2712686,5.0,B074V4CWFD
pacmap,25000,103,2.4057317,-5.8630133,3.0,B0083J8DFY
pacmap,25000,104,2.3706145,-3.0189748,5.0,B09N7SXX1X
pacmap,25000,105,8.762169,2.6325238,5.0,B00X4XEBTQ
pacmap,25000,106,1.5807147,-7.687957,4.0,B001CJOLBW
pacmap,25000,107,-10.58827,-1.2700009,5.0,B0032FOKME
pacmap,25000,108,-3.622112,-3.4472322,5.0,B002WBX7TQ
