method,n_samples,point_id,x,y,rating,parent_asin
pca,5000,0,-0.07594097,0.18564686,3.0,B083NRGZMM
pca,5000,1,-0.031554956,-0.17192855,1.0,B07N69T6TM
pca,5000,2,-0.22091383,0.32856104,5.0,B01G8JO5F2
pca,5000,3,0.19898948,0.45434174,5.0,B001OC5JKY
pca,5000,4,-0.3551875,0.0029343516,5.0,B07CJYMRWM
pca,5000,5,-0.11126353,0.24963388,5.0,B07CML419K
pca,5000,6,-0.32971615,-0.09794578,5.0,B07BHHB5RH
pca,5000,7,-0.46928743,0.121524334,5.0,B09S6Y5BRG
pca,5000,8,0.11735003,-0.19528073,5.0,B01LW71IBJ
pca,5000,9,-0.09178054,-0.075863615,5.0,B017T99JPG
pca,5000,10,-0.24492928,-0.025976034,1.0,B00L0YLRUW
pca,5000,11,0.062205154,-0.1546496,3.0,B01HHURN3W
pca,5000,12,-0.32048813,0.0013785847,5.0,B004S2JX7W
pca,5000,13,-0.17568472,-0.205905,3.0,B0047T79VS
pca,5000,14,0.06854348,-0.12885298,5.0,B00IXNUDG2
pca,5000,15,-0.14436977,-0.1748811,5.0,B00PVCXB4Y
pca,5000,16,-0.13720055,-0.08379297,5.0,B00X5C22SS
pca,5000,17,0.030025847,0.28974676,5.0,B0BKQZGST4
pca,5000,18,0.3136807,-0.12767188,5.0,B01LQF8B7G
pca,5000,19,0.21695974,-0.17153193,4.0,B075X8471B
pca,5000,20,0.09143012,-0.061542414,5.0,B0B2DLVCF3
pca,5000,21,-0.07105075,0.027487896,5.0,B0199HAOAU
pca,5000,22,-0.07959299,-0.16814029,5.0,B0093162RM
pca,5000,23,-0.28012583,0.100635305,5.0,B07FCZY1ZB
pca,5000,24,-0.20357679,-0.108355775,5.0,B00RH29CJO
pca,5000,25,0.2291182,0.35473037,5.0,B08P3VMW76
pca,5000,26,0.2073094,0.1022249,5.0,B013KPXNSW
pca,5000,27,-0.01768101,0.004752878,4.0,B0862W5BQ8
pca,5000,28,-0.08277401,-0.18162997,5.0,B004XC6GJ0
pca,5000,29,0.11855595,0.12937064,5.0,B0BNX9QVXZ
pca,5000,30,-0.34607768,-0.034217283,5.0,B0BN534JBB
