method,n_samples,point_id,x,y,rating,parent_asin
umap,5000,0,11.452011,2.5144458,3.0,B083NRGZMM
umap,5000,1,11.273371,2.231326,1.0,B07N69T6TM
umap,5000,2,5.5017095,3.769861,5.0,B01G8JO5F2
umap,5000,3,13.033328,-0.7470464,5.0,B001OC5JKY
umap,5000,4,6.0241013,3.3528397,5.0,B07CJYMRWM
umap,5000,5,10.635846,2.2418103,5.0,B07CML419K
umap,5000,6,5.799891,4.11826,5.0,B07BHHB5RH
umap,5000,7,6.1394014,3.9708614,5.0,B09S6Y5BRG
umap,5000,8,9.433878,-0.011351244,5.0,B01LW71IBJ
umap,5000,9,7.616431,4.304232,5.0,B017T99JPG
umap,5000,10,9.473361,7.024724,1.0,B00L0YLRUW
umap,5000,11,9.178889,1.4448322,3.0,B01HHURN3W
umap,5000,12,5.610183,3.6335018,5.0,B004S2JX7W
umap,5000,13,7.4825163,3.0069773,3.0,B0047T79VS
umap,5000,14,11.175251,2.1198325,5.0,B00IXNUDG2
umap,5000,15,9.51559,6.8888116,5.0,B00PVCXB4Y
umap,5000,16,9.9537325,4.831352,5.0,B00X5C22SS
umap,5000,17,13.423744,0.71038246,5.0,B0BKQZGST4
umap,5000,18,11.178272,0.72534114,5.0,B01LQF8B7G
umap,5000,19,9.442475,1.404686,4.0,B075X8471B
umap,5000,20,9.896635,3.2560556,5.0,B0B2DLVCF3
umap,5000,21,11.081557,6.8671713,5.0,B0199HAOAU
umap,5000,22,9.041242,3.7924452,5.0,B0093162RM
umap,5000,23,8.2908945,4.9914017,5.0,B07FCZY1ZB
umap,5000,24,8.309378,3.143141,5.0,B00RH29CJO
umap,5000,25,12.991554,0.20903008,5.0,B08P3VMW76
umap,5000,26,13.436693,0.18218137,5.0,B013KPXNSW
umap,5000,27,12.802672,7.7446146,4.0,B0862W5BQ8
umap,5000,28,9.218667,6.884882,5.0,B004XC6GJ0
umap,5000,29,11.262565,5.4298196,5.0,B0BNX9QVXZ
umap,5000,30,6.452158,3.3414638,5.0,B0BN534JBB
umap,5000,31,6.30836,3.8605268,5.0,B08X4R1T16
umap,5000,32,6.8916206,3.4098923,5.0,B08932J7NC
umap,5000,33,9.174246,0.76517737,5.0,B078LLS33F
umap,5000,34,11.630739,7.8460655,5.0,B00V3KLZSW
umap,5000,35,10.01103,0.98218805,5.0,B012ASFKOU
umap,5000,36,9.414189,6.8057218,4.0,B001FWYGJS
umap,5000,37,12.220134,1.4210346,5.0,B08YP2F6VG
umap,5000,38,12.114833,5.815018,5.0,B0C8HDXFXN
umap,5000,39,12.255627,7.6314716,5.0,B00RBGYGPG
umap,5000,40,11.474593,1.894951,5.0,B007EVDJV0
umap,5000,41,13.409406,4.6852064,5.0,B00KLZLBCK
umap,5000,42,11.377458,0.33508617,5.0,B09NHSGWPD
umap,5000,43,9.46819,-0.69097257,1.0,B095KHWNLK
umap,5000,44,13.009685,6.7212124,5.0,B08BRJ98H3
umap,5000,45,11.272433,-0.09588189,5.0,B08912RRG5
umap,5000,46,12.033091,7.816244,5.0,B07GVWH35S
umap,5000,47,13.524151,0.2464456,5.0,B06VTQK7CB
umap,5000,48,9.334091,1.4275295,1.0,B0776DSP7Y
umap,5000,49,6.319639,6.6573405,2.0,B00NWXM5U0
umap,5000,50,9.745408,2.5005543,5.0,B01DDIAX1Q
umap,5000,51,13.236381,3.9743333,2.0,B00L49X8E6
umap,5000,52,6.2464275,3.2065907,5.0,B09HDZ8FQY
umap,5000,53,13.871286,0.8814911,5.0,B00PQBDQPO
umap,5000,54,7.617748,3.1882787,5.0,B00CRF9V2O
umap,5000,55,7.392132,2.8021395,5.0,B00BHC7ZTE
umap,5000,56,9.985555,3.8301265,4.0,B00852JEPW
umap,5000,57,11.095444,3.8466494,2.0,B09ZTXZ1MQ
umap,5000,58,7.06617,3.514478,5.0,B09MYGF318
umap,5000,59,12.499214,1.7741259,1.0,B07VV6TT69
umap,5000,60,11.326228,0.9452599,5.0,B07BRHB8C1
umap,5000,61,9.091657,1.2338208,5.0,B07Z6BPJXQ
umap,5000,62,10.9033,0.5097067,4.0,B083YHS7SV
