method,n_samples,point_id,x,y,rating,parent_asin
umap,25000,0,4.441253,3.3399749,3.0,B083NRGZMM
umap,25000,1,-1.656384,2.4946334,1.0,B07N69T6TM
umap,25000,2,-0.37303567,-7.4039574,5.0,B01G8JO5F2
umap,25000,3,5.06658,0.5886022,5.0,B001OC5JKY
umap,25000,4,-0.5935697,-6.541373,5.0,B07CJYMRWM
umap,25000,5,-1.6998351,-4.865304,5.0,B07CML419K
umap,25000,6,-0.66662455,-6.705516,5.0,B07BHHB5RH
umap,25000,7,-0.6963627,-6.6467276,5.0,B09S6Y5BRG
umap,25000,8,-2.3294182,4.2000594,5.0,B01LW71IBJ
umap,25000,9,-0.6732153,-0.1285891,5.0,B017T99JPG
umap,25000,10,-4.1839037,0.8667785,1.0,B00L0YLRUW
umap,25000,11,-1.9671417,2.1681242,3.0,B01HHURN3W
umap,25000,12,-0.32197133,-7.083192,5.0,B004S2JX7W
umap,25000,13,-0.96734846,-4.964437,3.0,B0047T79VS
umap,25000,14,-1.2220758,2.6412141,5.0,B00IXNUDG2
umap,25000,15,-3.9080381,0.7341644,5.0,B00PVCXB4Y
umap,25000,16,-0.49095187,-3.1186464,5.0,B00X5C22SS
umap,25000,17,3.3123589,0.53219366,5.0,B0BKQZGST4
umap,25000,18,-0.4349322,2.0621865,5.0,B01LQF8B7G
umap,25000,19,-2.608702,1.7796222,4.0,B075X8471B
umap,25000,20,0.017468683,1.576943,5.0,B0B2DLVCF3
umap,25000,21,-3.143847,-2.4101374,5.0,B0199HAOAU
umap,25000,22,2.0420587,4.973929,5.0,B0093162RM
umap,25000,23,-1.6343832,-0.73306924,5.0,B07FCZY1ZB
umap,25000,24,-0.06785199,-5.314137,5.0,B00RH29CJO
umap,25000,25,4.3896213,1.8569343,5.0,B08P3VMW76
umap,25000,26,4.0180078,-0.06377523,5.0,B013KPXNSW
umap,25000,27,-3.8185935,-1.930419,4.0,B0862W5BQ8
umap,25000,28,-3.9062629,1.3044057,5.0,B004XC6GJ0
umap,25000,29,-0.35220775,-0.9994299,5.0,B0BNX9QVXZ
umap,25000,30,-0.3968677,-6.116886,5.0,B0BN534JBB
umap,25000,31,0.18664704,-6.869053,5.0,B08X4R1T16
umap,25000,32,-0.6288421,-5.3405347,5.0,B08932J7NC
umap,25000,33,-1.3396171,2.6426082,5.0,B078LLS33F
umap,25000,34,-4.402004,-1.651846,5.0,B00V3KLZSW
umap,25000,35,2.1071064,-1.4695153,5.0,B012ASFKOU
umap,25000,36,-3.8863506,1.0790894,4.0,B001FWYGJS
umap,25000,37,2.0954573,-1.2746611,5.0,B08YP2F6VG
umap,25000,38,-1.9500202,-1.3706113,5.0,B0C8HDXFXN
umap,25000,39,-3.6957119,-2.1996522,5.0,B00RBGYGPG
umap,25000,40,2.7150557,-1.3238424,5.0,B007EVDJV0
umap,25000,41,0.9589792,-3.219656,5.0,B00KLZLBCK
umap,25000,42,0.8422122,3.5127206,5.0,B09NHSGWPD
umap,25000,43,-2.1441426,2.556542,1.0,B095KHWNLK
umap,25000,44,-2.9233413,-0.50715226,5.0,B08BRJ98H3
umap,25000,45,0.1193052,-7.60185,5.0,B08912RRG5
umap,25000,46,-4.135794,-1.2266026,5.0,B07GVWH35S
umap,25000,47,4.1053505,-0.05887371,5.0,B06VTQK7CB
umap,25000,48,-2.1114182,1.5850054,1.0,B0776DSP7Y
umap,25000,49,-4.8759813,6.279543,2.0,B00NWXM5U0
umap,25000,50,-0.8381233,1.1120011,5.0,B01DDIAX1Q
umap,25000,51,0.91513276,-1.6120642,2.0,B00L49X8E6
umap,25000,52,-0.22244956,-6.3177195,5.0,B09HDZ8FQY
umap,25000,53,3.0975487,-0.0023069275,5.0,B00PQBDQPO
umap,25000,54,-1.0640088,-4.6314206,5.0,B00CRF9V2O
umap,25000,55,-0.7791732,-5.0970707,5.0,B00BHC7ZTE
umap,25000,56,0.8656511,2.2999563,4.0,B00852JEPW
umap,25000,57,3.4212508,4.2738695,2.0,B09ZTXZ1MQ
umap,25000,58,-1.1993574,-5.338144,5.0,B09MYGF318
umap,25000,59,2.2143784,1.1983205,1.0,B07VV6TT69
umap,25000,60,-0.42102656,-4.1219087,5.0,B07BRHB8C1
umap,25000,61,-2.3136678,2.4354272,5.0,B07Z6BPJXQ
umap,25000,62,-0.85784316,3.3354323,4.0,B083YHS7SV
umap,25000,63,-1.1099734,4.1007075,5.0,B0046EDOWW
umap,25000,64,14.307818,5.930259,5.0,B0045DT3A6
umap,25000,65,0.70876557,-7.3189993,5.0,B09DSSQ52Q
umap,25000,66,4.370978,-2.2916203,3.0,B07H3PN7K3
umap,25000,67,-0.53882504,4.7486753,5.0,B0733GXPYZ
umap,25000,68,1.8408779,2.5494475,2.0,B07TPLH5YK
umap,25000,69,-1.2697227,-2.803423,2.0,B07FPQ343D
umap,25000,70,1.0653331,0.23494656,5.0,B00VKIY9RG
umap,25000,71,2.2984898,-0.55622363,5.0,B07BJ8KD6X
umap,25000,72,-0.6698895,-5.004475,1.0,B0061F6QUG
umap,25000,73,-1.530036,-2.9904387,5.0,B09DRXBKVG
umap,25000,74,-1.0981463,-6.129636,5.0,B09TB71VLY
umap,25000,75,-0.73832077,1.0925214,5.0,B002N3MM6W
umap,25000,76,-1.9056321,4.085605,5.0,B07KTYJ769
umap,25000,77,10.616692,8.418845,5.0,B07PGL2N7J
umap,25000,78,-2.3020525,-4.1780667,5.0,B07J2GSF3S
umap,25000,79,-2.2490985,-4.213643,3.0,B07Z9QXZMW
umap,25000,80,-0.047638055,1.0496022,4.0,B07Q585X37
umap,25000,81,-0.02789909,1.0586655,4.0,B07P97SHQP
umap,25000,82,-2.2340603,-4.35715,5.0,B07B3TX6MF
