method,n_samples,point_id,x,y,rating,parent_asin
pacmap,5000,0,3.3464673,0.005279176,3.0,B083NRGZMM
pacmap,5000,1,4.152152,-1.2498312,1.0,B07N69T6TM
pacmap,5000,2,-12.325448,-0.6302165,5.0,B01G8JO5F2
pacmap,5000,3,8.994142,0.7816218,5.0,B001OC5JKY
pacmap,5000,4,-11.555503,-1.714886,5.0,B07CJYMRWM
pacmap,5000,5,5.551769,0.25326326,5.0,B07CML419K
pacmap,5000,6,-11.816134,-0.34616482,5.0,B07BHHB5RH
pacmap,5000,7,-11.23403,-0.92677176,5.0,B09S6Y5BRG
pacmap,5000,8,5.895079,-4.8420043,5.0,B01LW71IBJ
pacmap,5000,9,-5.7697415,2.5914176,5.0,B017T99JPG
pacmap,5000,10,-2.414867,-4.094729,1.0,B00L0YLRUW
pacmap,5000,11,3.6493976,-4.7633677,3.0,B01HHURN3W
pacmap,5000,12,-12.231705,-0.7400423,5.0,B004S2JX7W
pacmap,5000,13,-9.370994,-2.28534,3.0,B0047T79VS
pacmap,5000,14,4.579463,-1.3301206,5.0,B00IXNUDG2
pacmap,5000,15,-2.6106098,-3.8632224,5.0,B00PVCXB4Y
pacmap,5000,16,-2.7575808,-0.104238346,5.0,B00X5C22SS
pacmap,5000,17,6.7756534,2.5272074,5.0,B0BKQZGST4
pacmap,5000,18,7.2904763,-3.617328,5.0,B01LQF8B7G
pacmap,5000,19,4.5623474,-4.843947,4.0,B075X8471B
pacmap,5000,20,-0.6272493,-2.250484,5.0,B0B2DLVCF3
pacmap,5000,21,-6.023027,3.3346748,5.0,B0199HAOAU
pacmap,5000,22,-6.296005,-3.1710105,5.0,B0093162RM
pacmap,5000,23,-8.628508,0.3688815,5.0,B07FCZY1ZB
pacmap,5000,24,-8.417263,-1.0308352,5.0,B00RH29CJO
pacmap,5000,25,7.652465,1.3842859,5.0,B08P3VMW76
pacmap,5000,26,8.45156,2.4722846,5.0,B013KPXNSW
pacmap,5000,27,-5.316034,5.2689414,4.0,B0862W5BQ8
pacmap,5000,28,-2.1017063,-3.0366542,5.0,B004XC6GJ0
pacmap,5000,29,-3.421355,3.0056417,5.0,B0BNX9QVXZ
pacmap,5000,30,-10.9557905,-1.6478963,5.0,B0BN534JBB
pacmap,5000,31,5.554174,1.2592472,5.0,B08X4R1T16
pacmap,5000,32,-9.402443,-1.8294206,5.0,B08932J7NC
pacmap,5000,33,4.944471,-2.6201584,5.0,B078LLS33F
pacmap,5000,34,-7.2621946,4.796569,5.0,B00V3KLZSW
pacmap,5000,35,5.326365,-2.8370292,5.0,B012ASFKOU
pacmap,5000,36,-2.1600182,-3.1486087,4.0,B001FWYGJS
pacmap,5000,37,3.5319202,2.3659935,5.0,B08YP2F6VG
pacmap,5000,38,-4.3757763,4.4474754,5.0,B0C8HDXFXN
pacmap,5000,39,-6.447061,4.47302,5.0,B00RBGYGPG
pacmap,5000,40,4.0426545,0.056039304,5.0,B007EVDJV0
pacmap,5000,41,-0.79722804,4.7264137,5.0,B00KLZLBCK
pacmap,5000,42,5.9979777,-0.41934803,5.0,B09NHSGWPD
pacmap,5000,43,4.339141,-4.0446286,1.0,B095KHWNLK
pacmap,5000,44,-6.9663186,7.5753136,5.0,B08BRJ98H3
pacmap,5000,45,5.6529994,-0.6558668,5.0,B08912RRG5
pacmap,5000,46,-7.0791945,5.104706,5.0,B07GVWH35S
pacmap,5000,47,7.6252193,2.7806718,5.0,B06VTQK7CB
pacmap,5000,48,5.8675976,-2.4355347,1.0,B0776DSP7Y
pacmap,5000,49,0.8995528,-1.9623939,2.0,B00NWXM5U0
pacmap,5000,50,1.3089803,-4.459524,5.0,B01DDIAX1Q
pacmap,5000,51,0.54680634,4.149518,2.0,B00L49X8E6
pacmap,5000,52,-11.416487,-2.0298376,5.0,B09HDZ8FQY
pacmap,5000,53,7.1125264,3.6334462,5.0,B00PQBDQPO
pacmap,5000,54,-8.932215,-2.7954056,5.0,B00CRF9V2O
pacmap,5000,55,-10.192669,-3.5945616,5.0,B00BHC7ZTE
pacmap,5000,56,-1.3532991,-1.6011388,4.0,B00852JEPW
pacmap,5000,57,0.5161486,0.31475723,2.0,B09ZTXZ1MQ
pacmap,5000,58,-9.078092,-2.6104867,5.0,B09MYGF318
pacmap,5000,59,4.754404,0.5124836,1.0,B07VV6TT69
pacmap,5000,60,6.343238,-0.56577194,5.0,B07BRHB8C1
pacmap,5000,61,3.3537483,-5.3824544,5.0,B07Z6BPJXQ
pacmap,5000,62,7.0690894,-1.6438379,4.0,B083YHS7SV
pacmap,5000,63,6.3457212,-2.6113827,5.0,B0046EDOWW
pacmap,5000,64,6.1876974,-7.984582,5.0,B0045DT3A6
pacmap,5000,65,6.445036,1.6786119,5.0,B09DSSQ52Q
pacmap,5000,66,7.5402513,5.397627,3.0,B07H3PN7K3
pacmap,5000,67,6.674234,-4.0897527,5.0,B0733GXPYZ
pacmap,5000,68,4.6858516,-0.14882635,2.0,B07TPLH5YK
pacmap,5000,69,-2.780662,-0.48267323,2.0,B07FPQ343D
pacmap,5000,70,4.9648366,5.701946,5.0,B00VKIY9RG
pacmap,5000,71,7.9381423,2.8118544,5.0,B07BJ8KD6X
pacmap,5000,72,-8.855804,-1.5002289,1.0,B0061F6QUG
pacmap,5000,73,-4.391618,-0.65220034,5.0,B09DRXBKVG
