method,n_samples,point_id,x,y,rating,parent_asin
fitsne,50000,0,-50.291035791891765,61.12043513941283,3.0,B083NRGZMM
fitsne,50000,1,-9.865387695305348,0.6396604058557005,1.0,B07N69T6TM
fitsne,50000,2,-33.620258095799144,-66.03543845627779,5.0,B01G8JO5F2
fitsne,50000,3,-15.68208842342039,44.2704844413651,5.0,B001OC5JKY
fitsne,50000,4,-18.67635639427648,-64.79867354219377,5.0,B07CJYMRWM
fitsne,50000,5,5.788576227271826,-57.0915556201517,5.0,B07CML419K
fitsne,50000,6,-19.956558128316505,-64.13317714515757,5.0,B07BHHB5RH
fitsne,50000,7,-19.415731162612275,-80.73739809960692,5.0,B09S6Y5BRG
fitsne,50000,8,-66.50708805245272,1.2852990922296044,5.0,B01LW71IBJ
fitsne,50000,9,27.03902427761195,-5.371335112034984,5.0,B017T99JPG
fitsne,50000,10,37.5320426092677,-29.454472203369107,1.0,B00L0YLRUW
fitsne,50000,11,-23.28021831124926,-25.222657909237714,3.0,B01HHURN3W
fitsne,50000,12,-24.39692347554762,-69.35114951419577,5.0,B004S2JX7W
fitsne,50000,13,-0.5731548051400667,-55.448618620910786,3.0,B0047T79VS
fitsne,50000,14,-27.797318654913926,-2.731562124526655,5.0,B00IXNUDG2
fitsne,50000,15,34.888054194923846,-30.160034206250284,5.0,B00PVCXB4Y
fitsne,50000,16,25.064898279881596,-18.06513910868601,5.0,B00X5C22SS
fitsne,50000,17,-19.11835791049893,72.26717327756565,5.0,B0BKQZGST4
fitsne,50000,18,-35.024393964033926,27.19624525401107,5.0,B01LQF8B7G
fitsne,50000,19,-45.28268006363547,-12.773778159146397,4.0,B075X8471B
fitsne,50000,20,-1.4768287989587612,-11.4977764627923,5.0,B0B2DLVCF3
fitsne,50000,21,52.77172296781186,-44.49552128408309,5.0,B0199HAOAU
fitsne,50000,22,-16.80219451542247,-93.95587369303563,5.0,B0093162RM
fitsne,50000,23,61.47309759791014,-7.372749955002754,5.0,B07FCZY1ZB
fitsne,50000,24,1.0607652502150988,-41.46537924836963,5.0,B00RH29CJO
fitsne,50000,25,-28.70402844950525,54.81039401609281,5.0,B08P3VMW76
fitsne,50000,26,1.0660496437437885,53.52108583603205,5.0,B013KPXNSW
fitsne,50000,27,3.7764740278989466,-6.029728782508562,4.0,B0862W5BQ8
fitsne,50000,28,47.14152424226913,-27.30631600015462,5.0,B004XC6GJ0
fitsne,50000,29,35.935729917006896,19.36351490737463,5.0,B0BNX9QVXZ
fitsne,50000,30,-8.181755543808613,-68.87817704503215,5.0,B0BN534JBB
fitsne,50000,31,-29.04281054164883,-49.665742131966574,5.0,B08X4R1T16
fitsne,50000,32,-8.757854885017876,-58.36525355527657,5.0,B08932J7NC
fitsne,50000,33,-24.141251574642627,-7.917613475992956,5.0,B078LLS33F
fitsne,50000,34,43.77687944742732,-14.820133362120444,5.0,B00V3KLZSW
fitsne,50000,35,-27.770679602335065,-46.9549805144564,5.0,B012ASFKOU
fitsne,50000,36,43.56563026302478,-25.58499206830043,4.0,B001FWYGJS
fitsne,50000,37,35.13175992469359,74.12486683793604,5.0,B08YP2F6VG
fitsne,50000,38,58.77506106149522,17.69010888570692,5.0,B0C8HDXFXN
fitsne,50000,39,69.36001751146979,-45.13863046174174,5.0,B00RBGYGPG
fitsne,50000,40,8.887439682585574,53.84720099194076,5.0,B007EVDJV0
fitsne,50000,41,79.76176507868011,28.3698280261197,5.0,B00KLZLBCK
fitsne,50000,42,-30.146204428878384,18.40798269311195,5.0,B09NHSGWPD
fitsne,50000,43,-31.699468445612233,-21.362214845647127,1.0,B095KHWNLK
fitsne,50000,44,54.56067018458033,-12.364439913374829,5.0,B08BRJ98H3
fitsne,50000,45,-42.547926086375526,-71.01149399511517,5.0,B08912RRG5
fitsne,50000,46,60.33226197216004,-24.611754302964535,5.0,B07GVWH35S
fitsne,50000,47,-1.4377443114995736,54.75726992477411,5.0,B06VTQK7CB
fitsne,50000,48,-33.50608349639423,-27.576708845106936,1.0,B0776DSP7Y
fitsne,50000,49,-52.27453761776537,-58.62544332358449,2.0,B00NWXM5U0
fitsne,50000,50,-11.740871997493961,-12.784990597745878,5.0,B01DDIAX1Q
fitsne,50000,51,46.82716983494967,44.48132834069626,2.0,B00L49X8E6
fitsne,50000,52,-9.404626806529423,-67.56278832042098,5.0,B09HDZ8FQY
fitsne,50000,53,-5.772694227810464,82.6357576050204,5.0,B00PQBDQPO
fitsne,50000,54,-1.8970518622034989,-50.38682679051965,5.0,B00CRF9V2O
fitsne,50000,55,-2.172186919162424,-50.14311951382114,5.0,B00BHC7ZTE
fitsne,50000,56,-4.496989375665619,-6.3619366926504535,4.0,B00852JEPW
fitsne,50000,57,8.625953632758497,5.2732051791382215,2.0,B09ZTXZ1MQ
fitsne,50000,58,1.4969571697025006,-69.28857245620888,5.0,B09MYGF318
fitsne,50000,59,-6.806255036438226,37.500349180999294,1.0,B07VV6TT69
fitsne,50000,60,-18.56844397617041,33.12546571601939,5.0,B07BRHB8C1
fitsne,50000,61,-43.50632277179239,-22.243501791902926,5.0,B07Z6BPJXQ
fitsne,50000,62,-41.179173398328075,8.131662404697051,4.0,B083YHS7SV
fitsne,50000,63,-32.18754034263453,-5.1842858393375515,5.0,B0046EDOWW
fitsne,50000,64,-82.01935925880278,20.824571360037556,5.0,B0045DT3A6
fitsne,50000,65,-39.019727455507514,-61.019736798046665,5.0,B09DSSQ52Q
fitsne,50000,66,51.47170076304778,61.144822145200806,3.0,B07H3PN7K3
fitsne,50000,67,-60.08889315179377,18.582392894777197,5.0,B0733GXPYZ
fitsne,50000,68,16.274191033371448,-3.7066512292987883,2.0,B07TPLH5YK
fitsne,50000,69,12.103679814856335,-17.423479347241766,2.0,B07FPQ343D
fitsne,50000,70,21.805624032896276,73.74773094600286,5.0,B00VKIY9RG
fitsne,50000,71,4.1931428674748155,53.14163103085217,5.0,B07BJ8KD6X
fitsne,50000,72,-3.82331487450252,-45.16414217416146,1.0,B0061F6QUG
fitsne,50000,73,24.91234434361968,-27.02921336211491,5.0,B09DRXBKVG
fitsne,50000,74,12.291791765609423,-50.16072680949261,5.0,B09TB71VLY
fitsne,50000,75,-12.659037822049852,-11.466959580131899,5.0,B002N3MM6W
fitsne,50000,76,-57.996314361536335,-3.639571483581372,5.0,B07KTYJ769
fitsne,50000,77,-64.47258889246841,28.9081705023114,5.0,B07PGL2N7J
fitsne,50000,78,27.16208255447923,-51.72129556384524,5.0,B07J2GSF3S
fitsne,50000,79,27.13537137655705,-51.719269250826756,3.0,B07Z9QXZMW
fitsne,50000,80,-50.58079473663866,23.924974459002858,4.0,B07Q585X37
fitsne,50000,81,-14.933145392587168,-26.822657305594124,4.0,B07P97SHQP
fitsne,50000,82,24.45182945005315,-51.02329374973558,5.0,B07B3TX6MF
fitsne,50000,83,-49.59226267969957,-3.2841657137277607,4.0,B07WPY2W4Y
fitsne,50000,84,-10.336826987772291,-13.499555674418499,4.0,B083Z3QCY6
